id,status,french_name,english_name,french_attribut,english_attribut,type,french_tag,english_tag,unit,validity_range,comment,CO2,main_type,sous_type
40324,Valide générique,Chou-rave,Turnip cabbage,cru,raw," Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Chou-rave","Agribalyse,légumes,Turnip cabbage",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.459,"Fruits, légumes, légumineuses et oléagineux",Légumes
39969,Valide générique,Choucroute,Sauerkraut,sans garniture,without garnish, Entrées et plats composés > Plats composés,"Agribalyse,Choucroute,plats composés","Agribalyse,Sauerkraut,plats composés",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,1.0,Entrées et plats composés,Plats composés
39968,Valide générique,Choucroute garnie,Sauerkraut,,with garnish, Entrées et plats composés > Plats composés,"Agribalyse,Choucroute garnie,plats composés","Agribalyse,Sauerkraut,plats composés",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,2.28,Entrées et plats composés,Plats composés
41073,Valide générique,Chouquette,Chou pastry,,sugar coated, Produits céréaliers > Pains et viennoiseries,"Agribalyse,Chouquette,pains et viennoiseries","Agribalyse,Chou pastry,pains et viennoiseries",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (court) - Matériau d'emballage : PS - Préparation : Pas de préparation,2.22,Produits céréaliers,Pains et viennoiseries
39609,Valide générique,Ciboule ou Ciboulette,Chive or spring onion,fraîche,fresh, Aides culinaires et ingrédients divers > Herbes,"Agribalyse,Ciboule ou Ciboulette,herbes","Agribalyse,Chive or spring onion,herbes",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,0.675,Aides culinaires et ingrédients divers,Herbes
39849,Valide générique,Cidre aromatisé (framboise),Flavoured cider,,, Boissons > Boissons alcoolisées,"Agribalyse,boisson alcoolisées,Cidre aromatisé (framboise)","Agribalyse,boisson alcoolisées,Flavoured cider",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.06,Boissons,Boissons alcoolisées
39850,Valide générique,Cidre bouché demi-sec,Cider,,half-dry, Boissons > Boissons alcoolisées,"Agribalyse,boisson alcoolisées,Cidre bouché demi-sec","Agribalyse,Cider,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.06,Boissons,Boissons alcoolisées
39851,Valide générique,Cidre brut,Cider,,dry, Boissons > Boissons alcoolisées,"Agribalyse,boisson alcoolisées,Cidre brut","Agribalyse,Cider,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.06,Boissons,Boissons alcoolisées
39852,Valide générique,Cidre doux,Cider,,sweet, Boissons > Boissons alcoolisées,"Agribalyse,boisson alcoolisées,Cidre doux","Agribalyse,Cider,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.06,Boissons,Boissons alcoolisées
39853,Valide générique,Cidre traditionnel,Cider,,, Boissons > Boissons alcoolisées,"Agribalyse,boisson alcoolisées,Cidre traditionnel","Agribalyse,Cider,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.06,Boissons,Boissons alcoolisées
41074,Valide générique,Cigarette,Wafer cookie,,, Produits céréaliers > Céréales de petit-déjeuner et biscuits,"Agribalyse,Cigarette,céréales de petit-déjeuner et biscuits","Agribalyse,Wafer cookie,céréales de petit-déjeuner et biscuits",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,5.52,Produits céréaliers,Céréales de petit-déjeuner et biscuits
40326,Valide générique,Citron,Lemon,pulpe,pulp," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Citron","Agribalyse,fruits,Lemon",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.713,"Fruits, légumes, légumineuses et oléagineux",Fruits
40327,Valide générique,Citron,Lemon zest,zeste,raw," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Citron","Agribalyse,fruits,Lemon zest",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.886,"Fruits, légumes, légumineuses et oléagineux",Fruits
40654,Valide générique,Citron givré ou Orange givrée (sorbet),Frosted lemon or orange (sorbet),,, Glaces et sorbets > Desserts glacés,"Agribalyse,Citron givré ou Orange givrée (sorbet),desserts glacés","Agribalyse,Frosted lemon or orange (sorbet),desserts glacés",kgCO2e/kg de poids net,24/02/2026,Livraison : Congelé - Matériau d'emballage : PP - Préparation : Pas de préparation,1.75,Glaces et sorbets,Desserts glacés
39854,Valide générique,Citron ou Lime,Lemon or lime base,spécialité à diluer pour boissons,for beverage, Boissons > Boissons sans alcool,"Agribalyse,Citron ou Lime,boissons sans alcool","Agribalyse,Lemon or lime base,boissons sans alcool",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,0.848,Boissons,Boissons sans alcool
40325,Valide générique,Citron vert ou Lime,Lime,pulpe,pulp," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Citron vert ou Lime","Agribalyse,fruits,Lime",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.533,"Fruits, légumes, légumineuses et oléagineux",Fruits
40328,Valide générique,Citrouille,Pumpkin,pulpe,pulp," Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Citrouille","Agribalyse,Pumpkin,légumes",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.62,"Fruits, légumes, légumineuses et oléagineux",Légumes
40697,Valide générique,Clafoutis aux fruits,Fruits batter-pudding,rayon frais,refrigerated, Lait et produits laitiers > Produits laitiers frais et assimilés,"Agribalyse,Clafoutis aux fruits,produits laitiers frais et assimilés","Agribalyse,Fruits batter-pudding,produits laitiers frais et assimilés",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Pas de préparation,1.8,Lait et produits laitiers,Produits laitiers frais et assimilés
40329,Valide générique,Clémentine,Clementine,pulpe,pulp," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,Clémentine,fruits","Agribalyse,Clementine,fruits",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,1.23,"Fruits, légumes, légumineuses et oléagineux",Fruits
39610,Valide générique,Clou de girofle,Cloves,,, Aides culinaires et ingrédients divers > Epices,"Agribalyse,épices,Clou de girofle","Agribalyse,Cloves,épices",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,9.18,Aides culinaires et ingrédients divers,Epices
39855,Valide générique,Cocktail à base de rhum,Rum-based cocktail,,, Boissons > Boissons alcoolisées,"Agribalyse,Cocktail à base de rhum,boisson alcoolisées","Agribalyse,Rum-based cocktail,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,0.911,Boissons,Boissons alcoolisées
39856,Valide générique,Cocktail à base de whisky,Whiskey-based cocktail,,, Boissons > Boissons alcoolisées,"Agribalyse,Cocktail à base de whisky,boisson alcoolisées","Agribalyse,Whiskey-based cocktail,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,0.889,Boissons,Boissons alcoolisées
39857,Valide générique,Cocktail sans alcool (à base de jus de fruits et de sirop),Cocktail,,alcohol-free (juices and syrup-based cocktail), Boissons > Boissons alcoolisées,"Agribalyse,Cocktail sans alcool (à base de jus de fruits et de sirop),boisson alcoolisées","Agribalyse,Cocktail,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,0.921,Boissons,Boissons alcoolisées
39858,Valide générique,Cocktail type punch,Cocktail,16% alcool,punch type, Boissons > Boissons alcoolisées,"Agribalyse,Cocktail type punch,boisson alcoolisées","Agribalyse,Cocktail,boisson alcoolisées",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : Verre - Préparation : Réfrigéré chez le consommateur,1.06,Boissons,Boissons alcoolisées
41534,Valide générique,Coeur,Heart,agneau,lamb," Viandes, oeufs, poissons > Viandes crues","Agribalyse,Coeur,viandes crues","Agribalyse,Heart,viandes crues",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,21.6,"Viandes, oeufs, poissons",Viandes crues
41535,Valide générique,Coeur,Heart,agneau,lamb," Viandes, oeufs, poissons > Viandes cuites","Agribalyse,Coeur,viandes cuites","Agribalyse,Heart,viandes cuites",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,29.7,"Viandes, oeufs, poissons",Viandes cuites
41536,Valide générique,Coeur,Heart,boeuf,beef," Viandes, oeufs, poissons > Viandes crues","Agribalyse,Coeur,viandes crues","Agribalyse,Heart,viandes crues",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,22.1,"Viandes, oeufs, poissons",Viandes crues
41537,Valide générique,Coeur,Heart,boeuf,beef," Viandes, oeufs, poissons > Viandes cuites","Agribalyse,Coeur,viandes cuites","Agribalyse,Heart,viandes cuites",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,30.3,"Viandes, oeufs, poissons",Viandes cuites
41538,Valide générique,Coeur,Heart,dinde,turkey," Viandes, oeufs, poissons > Viandes crues","Agribalyse,Coeur,viandes crues","Agribalyse,Heart,viandes crues",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,1.84,"Viandes, oeufs, poissons",Viandes crues
41539,Valide générique,Coeur,Heart,dinde,turkey," Viandes, oeufs, poissons > Viandes cuites","Agribalyse,Coeur,viandes cuites","Agribalyse,Heart,viandes cuites",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,2.61,"Viandes, oeufs, poissons",Viandes cuites
41540,Valide générique,Coeur,Heart,porc,pork," Viandes, oeufs, poissons > Viandes crues","Agribalyse,Coeur,viandes crues","Agribalyse,Heart,viandes crues",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,2.1,"Viandes, oeufs, poissons",Viandes crues
41541,Valide générique,Coeur,Heart,poulet,chicken," Viandes, oeufs, poissons > Viandes crues","Agribalyse,Coeur,viandes crues","Agribalyse,Heart,viandes crues",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,1.84,"Viandes, oeufs, poissons",Viandes crues
41542,Valide générique,Coeur,Heart,poulet,chicken," Viandes, oeufs, poissons > Viandes cuites","Agribalyse,Coeur,viandes cuites","Agribalyse,Heart,viandes cuites",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,2.61,"Viandes, oeufs, poissons",Viandes cuites
41543,Valide générique,Coeur,Heart,veau,veal," Viandes, oeufs, poissons > Viandes crues","Agribalyse,Coeur,viandes crues","Agribalyse,Heart,viandes crues",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,17.8,"Viandes, oeufs, poissons",Viandes crues
40330,Valide générique,Coeur de palmier,Palm heart,appertisé,canned," Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Coeur de palmier","Agribalyse,légumes,Palm heart",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,1.65,"Fruits, légumes, légumineuses et oléagineux",Légumes
40331,Valide générique,Coing,Quince,cru,raw," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Coing","Agribalyse,fruits,Quince",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.542,"Fruits, légumes, légumineuses et oléagineux",Fruits
39859,Valide générique,Cola,Cola,non sucré,without sugar and with artificial sweetener(s), Boissons > Boissons sans alcool,"Agribalyse,Cola,boissons sans alcool","Agribalyse,Cola,boissons sans alcool",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.512,Boissons,Boissons sans alcool
39860,Valide générique,Cola,Cola,non sucré,without sugar, Boissons > Boissons sans alcool,"Agribalyse,Cola,boissons sans alcool","Agribalyse,Cola,boissons sans alcool",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.512,Boissons,Boissons sans alcool
39861,Valide générique,Cola,Cola,sucré,with sugar, Boissons > Boissons sans alcool,"Agribalyse,Cola,boissons sans alcool","Agribalyse,Cola,boissons sans alcool",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.512,Boissons,Boissons sans alcool
39862,Valide générique,Cola,Cola,sucré,with sugar and artificial sweetener(s), Boissons > Boissons sans alcool,"Agribalyse,Cola,boissons sans alcool","Agribalyse,Cola,boissons sans alcool",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.512,Boissons,Boissons sans alcool
39863,Valide générique,Cola,Cola,sucré,with sugar and without caffeine, Boissons > Boissons sans alcool,"Agribalyse,Cola,boissons sans alcool","Agribalyse,Cola,boissons sans alcool",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation,0.512,Boissons,Boissons sans alcool
40333,Valide générique,Compote,Fruits compote,tout type de fruits,miscellaneous," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Compote","Agribalyse,fruits,Fruits compote",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,0.79,"Fruits, légumes, légumineuses et oléagineux",Fruits
40334,Valide générique,Compote,Fruits compote,tout type de fruits,miscellaneous," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Compote","Agribalyse,fruits,Fruits compote",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation,0.794,"Fruits, légumes, légumineuses et oléagineux",Fruits
40335,Valide générique,Compote,Fruits compote,tout type de fruits,miscellaneous," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Compote","Agribalyse,fruits,Fruits compote",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,0.814,"Fruits, légumes, légumineuses et oléagineux",Fruits
40332,Valide générique,Compote de pomme,Apple compote,,," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Compote de pomme","Agribalyse,fruits,Apple compote",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,0.845,"Fruits, légumes, légumineuses et oléagineux",Fruits
40698,Valide générique,Comté,Comté cheese,,from cow's milk, Lait et produits laitiers > Fromages,"Agribalyse,Comté,fromages","Agribalyse,Comté cheese,fromages",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,5.94,Lait et produits laitiers,Fromages
40337,Valide générique,Concombre,Cucumber,pulpe,pulp," Fruits, légumes, légumineuses et oléagineux > Légumes","Concombre,Agribalyse,légumes","Agribalyse,Cucumber,légumes",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.474,"Fruits, légumes, légumineuses et oléagineux",Légumes
40336,Valide générique,Concombre,Cucumber,pulpe et peau,pulp and peel," Fruits, légumes, légumineuses et oléagineux > Légumes","Concombre,Agribalyse,légumes","Agribalyse,Cucumber,légumes",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.474,"Fruits, légumes, légumineuses et oléagineux",Légumes
41075,Valide générique,Cône ou cornet classique,Cone,pour glace,wafer for ice cream, Produits céréaliers > Céréales de petit-déjeuner et biscuits,"Agribalyse,Cône ou cornet classique,céréales de petit-déjeuner et biscuits","Agribalyse,Cone,céréales de petit-déjeuner et biscuits",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,2.88,Produits céréaliers,Céréales de petit-déjeuner et biscuits
41364,Valide générique,Confiserie au chocolat dragéifiée,Chocolate confectionery,,sugar coated, Produits sucrés > Chocolats et produits à base de chocolat,"Agribalyse,chocolats et produits à base de chocolat,Confiserie au chocolat dragéifiée","Agribalyse,chocolats et produits à base de chocolat,Chocolate confectionery",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,9.72,Produits sucrés,Chocolats et produits à base de chocolat
41544,Valide générique,Confit de canard,Preserved duck,,," Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Confit de canard","Agribalyse,charcuteries,Preserved duck",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,9.54,"Viandes, oeufs, poissons",Charcuteries
41545,Valide générique,Confit de canard,Duck confit (conserved in rendered fat),viande (cuisse),meat (leg) without skin," Viandes, oeufs, poissons > Charcuteries","Agribalyse,charcuteries,Confit de canard","Agribalyse,charcuteries,Duck confit (conserved in rendered fat)",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,9.54,"Viandes, oeufs, poissons",Charcuteries
41546,Valide générique,Confit de foie de porc,Preserved pork liver,,," Viandes, oeufs, poissons > Charcuteries","Agribalyse,Confit de foie de porc,charcuteries","Agribalyse,Preserved pork liver,charcuteries",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,2.12,"Viandes, oeufs, poissons",Charcuteries
41547,Valide générique,Confit de foie de volaille,Preserved poultry liver,,," Viandes, oeufs, poissons > Charcuteries","Agribalyse,Confit de foie de volaille,charcuteries","Agribalyse,Preserved poultry liver,charcuteries",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,1.86,"Viandes, oeufs, poissons",Charcuteries
41370,Valide générique,Confiture,Jam,tout type de fruits,reduced sugar, Produits sucrés > Confitures et assimilés,"Agribalyse,Confiture,confitures et assimilés","Agribalyse,Jam,confitures et assimilés",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,1.42,Produits sucrés,Confitures et assimilés
41365,Valide générique,Confiture d'abricot (extra ou classique),Jam,,apricot, Produits sucrés > Confitures et assimilés,"Agribalyse,Confiture d'abricot (extra ou classique),confitures et assimilés","Agribalyse,Jam,confitures et assimilés",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,1.25,Produits sucrés,Confitures et assimilés
41366,Valide générique,Confiture de cerise (extra ou classique),Jam,,cherry, Produits sucrés > Confitures et assimilés,"Agribalyse,Confiture de cerise (extra ou classique),confitures et assimilés","Agribalyse,Jam,confitures et assimilés",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,1.86,Produits sucrés,Confitures et assimilés
41367,Valide générique,Confiture de fraise (extra ou classique),Jam,,strawberry, Produits sucrés > Confitures et assimilés,"Agribalyse,Confiture de fraise (extra ou classique),confitures et assimilés","Agribalyse,Jam,confitures et assimilés",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,1.42,Produits sucrés,Confitures et assimilés
41368,Valide générique,Confiture de framboise (extra ou classique),Jam,,raspberry, Produits sucrés > Confitures et assimilés,"Agribalyse,Confiture de framboise (extra ou classique),confitures et assimilés","Agribalyse,Jam,confitures et assimilés",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,1.88,Produits sucrés,Confitures et assimilés
41369,Valide générique,Confiture de lait,Dulce de leche or confiture de lait,,, Produits sucrés > Confitures et assimilés,"Agribalyse,Confiture de lait,confitures et assimilés","Agribalyse,Dulce de leche or confiture de lait,confitures et assimilés",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,1.77,Produits sucrés,Confitures et assimilés
41548,Valide générique,Congre,Conger,cru,raw," Viandes, oeufs, poissons > Poissons crus","Agribalyse,Congre,poissons crus","Agribalyse,Conger,poissons crus",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,10.8,"Viandes, oeufs, poissons",Poissons crus
41076,Valide générique,Cookie aux pépites de chocolat,Biscuit (cookie),,with chocolate drops, Produits céréaliers > Céréales de petit-déjeuner et biscuits,"Agribalyse,Cookie aux pépites de chocolat,céréales de petit-déjeuner et biscuits","Agribalyse,Biscuit (cookie),céréales de petit-déjeuner et biscuits",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,4.22,Produits céréaliers,Céréales de petit-déjeuner et biscuits
41549,Valide générique,Coppa,Coppa,,," Viandes, oeufs, poissons > Charcuteries","Agribalyse,Coppa,charcuteries","Agribalyse,Coppa,charcuteries",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PP/PE - Préparation : Pas de préparation,17.9,"Viandes, oeufs, poissons",Charcuteries
39970,Valide générique,Coq au vin,Cockerel in red wine sauce,,, Entrées et plats composés > Plats composés,"Agribalyse,Coq au vin,plats composés","Agribalyse,Cockerel in red wine sauce,plats composés",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,7.4,Entrées et plats composés,Plats composés
41552,Valide générique,Coquille Saint-Jacques,Scallop,noix,without coral," Viandes, oeufs, poissons > Mollusques et crustacés crus","Agribalyse,Coquille Saint-Jacques,mollusques et crustacés crus","Agribalyse,Scallop,mollusques et crustacés crus",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,9.71,"Viandes, oeufs, poissons",Mollusques et crustacés crus
41550,Valide générique,Coquille Saint-Jacques,Scallop,noix et corail,with coral," Viandes, oeufs, poissons > Mollusques et crustacés crus","Agribalyse,Coquille Saint-Jacques,mollusques et crustacés crus","Agribalyse,Scallop,mollusques et crustacés crus",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,9.71,"Viandes, oeufs, poissons",Mollusques et crustacés crus
41551,Valide générique,Coquille Saint-Jacques,Scallop,noix et corail,with coral," Viandes, oeufs, poissons > Mollusques et crustacés cuits","Agribalyse,Coquille Saint-Jacques,mollusques et crustacés cuits","Agribalyse,Scallop,mollusques et crustacés cuits",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,11.2,"Viandes, oeufs, poissons",Mollusques et crustacés cuits
41553,Valide générique,Corb,Brown meagre,cru,raw," Viandes, oeufs, poissons > Poissons crus","Agribalyse,Corb,poissons crus","Agribalyse,Brown meagre,poissons crus",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,4.25,"Viandes, oeufs, poissons",Poissons crus
41554,Valide générique,Cordon bleu de volaille,Escalope cordon bleu (topped with a ham slice and Gruyere sauce),,," Viandes, oeufs, poissons > Autres produits à base de viande","Agribalyse,Cordon bleu de volaille,autres produits à base de viande","Agribalyse,autres produits à base de viande,Escalope cordon bleu (topped with a ham slice and Gruyere sauce)",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Four,6.21,"Viandes, oeufs, poissons",Autres produits à base de viande
39611,Valide générique,Coriandre,Coriander,fraiche,fresh, Aides culinaires et ingrédients divers > Herbes,"Agribalyse,Coriandre,herbes","Agribalyse,Coriander,herbes",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,0.973,Aides culinaires et ingrédients divers,Herbes
39612,Valide générique,Coriandre,Coriander,graine,seed, Aides culinaires et ingrédients divers > Epices,"Agribalyse,épices,Coriandre","Agribalyse,Coriander,épices",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,1.1,Aides culinaires et ingrédients divers,Epices
41077,Valide générique,Corne de gazelle (pâtisserie orientale aux amandes et sirop),Gazelle horn (oriental pastry with almonds and syrup),,, Produits céréaliers > Gâteaux et pâtisseries,"Agribalyse,Corne de gazelle (pâtisserie orientale aux amandes et sirop),gâteaux et pâtisseries","Agribalyse,Gazelle horn (oriental pastry with almonds and syrup),gâteaux et pâtisseries",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : PS - Préparation : Pas de préparation,2.48,Produits céréaliers,Gâteaux et pâtisseries
41555,Valide générique,Coulirou,Bigeye scad,cru,raw," Viandes, oeufs, poissons > Poissons crus","Agribalyse,Coulirou,poissons crus","Agribalyse,Bigeye scad,poissons crus",kgCO2e/kg de poids net,24/02/2026,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,2.25,"Viandes, oeufs, poissons",Poissons crus
40338,Valide générique,Coulis de fraise,Strawberry,,coulis," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Coulis de fraise","Agribalyse,fruits,Strawberry",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : Verre - Préparation : Pas de préparation,2.38,"Fruits, légumes, légumineuses et oléagineux",Fruits
40339,Valide générique,Coulis de framboise,Raspberry,,coulis," Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Coulis de framboise","Agribalyse,fruits,Raspberry",kgCO2e/kg de poids net,24/02/2026,Livraison : Ambiant (long) - Matériau d'emballage : HDPE - Préparation : Pas de préparation,2.22,"Fruits, légumes, légumineuses et oléagineux",Fruits
